time,lat,lon,windspeed,pressure,year,month,day,hour,tid,label
150,34.9,-72.7,45,0,1964,6,8,12,2198,TS
156,35.6,-70.5,45,0,1964,6,8,18,2198,TS
162,36.3,-68.2,45,0,1964,6,9,0,2198,TS
168,36.6,-65.9,50,0,1964,6,9,6,2198,TS
174,36.7,-64,50,0,1964,6,9,12,2198,TS
180,36.6,-62.6,50,0,1964,6,9,18,2198,TS
186,36.5,-61.4,50,0,1964,6,10,0,2198,TS
192,36.4,-60.1,45,0,1964,6,10,6,2198,TS
198,36.5,-58.9,35,0,1964,6,10,12,2198,TS
204,37,-57.7,35,0,1964,6,10,18,2198,TS
210,37.7,-56.5,35,0,1964,6,11,0,2198,TS
216,38.4,-55.9,35,0,1964,6,11,6,2198,TS
222,39,-55.8,35,0,1964,6,11,12,2198,TS
228,39.6,-55.8,35,0,1964,6,11,18,2198,TS
6,19.1,-43.5,25,0,1964,7,28,6,2199,TS
12,19.7,-47.8,30,0,1964,7,28,12,2199,TS
18,20.2,-50.2,30,0,1964,7,28,18,2199,TS
24,20.8,-52.5,30,0,1964,7,29,0,2199,TS
30,21.4,-54.4,30,0,1964,7,29,6,2199,TS
36,22,-56,30,1006,1964,7,29,12,2199,TS
42,22.6,-57.6,30,0,1964,7,29,18,2199,TS
48,23.5,-59.2,30,0,1964,7,30,0,2199,TS
54,25.1,-60.4,30,0,1964,7,30,6,2199,TS
60,26.8,-61,30,0,1964,7,30,12,2199,TS
66,28.4,-61.1,30,1012,1964,7,30,18,2199,TS
72,29.8,-60.8,30,0,1964,7,31,0,2199,TS
78,31.1,-60.2,30,0,1964,7,31,6,2199,TS
84,32.4,-59.1,30,1012,1964,7,31,12,2199,TS
90,33.7,-57.2,45,0,1964,7,31,18,2199,TS
96,35,-55.2,45,0,1964,8,1,0,2199,TS
102,36.3,-54.4,45,0,1964,8,1,6,2199,TS
108,37.7,-53.5,45,0,1964,8,1,12,2199,TS
114,39,-51.8,45,0,1964,8,1,18,2199,TS
120,40.3,-49.7,45,0,1964,8,2,0,2199,TS
126,42,-47,45,0,1964,8,2,6,2199,TS
132,44.2,-44.4,45,0,1964,8,2,12,2199,TS
138,47,-42.1,45,0,1964,8,2,18,2199,TS
144,49.8,-40.1,45,0,1964,8,3,0,2199,TS
150,52.1,-38.3,40,0,1964,8,3,6,2199,TS
156,54.3,-36.7,35,0,1964,8,3,12,2199,TS
6,27,-88.1,25,0,1964,8,5,18,2200,TS
12,27,-89.1,25,0,1964,8,6,0,2200,TS
18,27,-90.2,25,0,1964,8,6,6,2200,TS
24,27.1,-91.1,25,0,1964,8,6,12,2200,TS
30,27.3,-91.9,25,0,1964,8,6,18,2200,TS
36,27.5,-92.7,25,0,1964,8,7,0,2200,TS
42,28,-93.5,30,0,1964,8,7,6,2200,TS
48,28.5,-94.4,40,0,1964,8,7,12,2200,TS
54,28.6,-95.2,55,1000,1964,8,7,18,2200,TS
60,28.8,-96.1,55,0,1964,8,8,0,2200,TS
66,28.9,-97.3,25,0,1964,8,8,6,2200,TS
72,28.8,-98,25,0,1964,8,8,12,2200,TS
78,28.7,-98.9,25,0,1964,8,8,18,2200,TS
6,32,-69,25,0,1964,8,7,18,2201,TS
12,32.1,-67.6,30,0,1964,8,8,0,2201,TS
18,32.2,-66.2,30,0,1964,8,8,6,2201,TS
24,32.4,-64.9,45,1008,1964,8,8,12,2201,TS
30,32,-63.4,45,0,1964,8,8,18,2201,TS
36,31.4,-62,45,1010,1964,8,9,0,2201,TS
42,31.5,-61.3,45,0,1964,8,9,6,2201,TS
48,31.9,-60.6,45,1008,1964,8,9,12,2201,TS
54,32.9,-60.1,45,1006,1964,8,9,18,2201,TS
60,33.7,-59.2,45,0,1964,8,10,0,2201,TS
66,34.4,-57.8,40,0,1964,8,10,6,2201,TS
72,35.2,-56.5,40,1010,1964,8,10,12,2201,TS
78,36.1,-55.5,35,0,1964,8,10,18,2201,TS
6,16.3,-19.7,20,0,1964,9,5,18,2205,TS
12,16.5,-21,20,0,1964,9,6,0,2205,TS
18,16.8,-22.3,20,0,1964,9,6,6,2205,TS
24,17.1,-23.5,20,0,1964,9,6,12,2205,TS
30,17.5,-24.5,25,0,1964,9,6,18,2205,TS
36,18.1,-25.5,30,0,1964,9,7,0,2205,TS
42,18.9,-26.5,30,0,1964,9,7,6,2205,TS
48,19.8,-27.5,30,0,1964,9,7,12,2205,TS
54,20.6,-28.5,30,0,1964,9,7,18,2205,TS
60,21.4,-29.4,35,0,1964,9,8,0,2205,TS
66,22.5,-29.9,40,0,1964,9,8,6,2205,TS
72,23.8,-29.9,40,0,1964,9,8,12,2205,TS
78,25.2,-29.7,40,0,1964,9,8,18,2205,TS
84,26.7,-29.3,40,0,1964,9,9,0,2205,TS
90,28.2,-28.7,40,0,1964,9,9,6,2205,TS
96,29.7,-28.2,40,0,1964,9,9,12,2205,TS
102,31.2,-27.7,35,0,1964,9,9,18,2205,TS
108,32.6,-27.2,35,0,1964,9,10,0,2205,TS
114,33.5,-26,35,0,1964,9,10,6,2205,TS
6,11.3,-80.1,25,0,1964,11,5,0,2209,TS
12,11.8,-80.5,25,0,1964,11,5,6,2209,TS
18,12.2,-80.8,25,0,1964,11,5,12,2209,TS
24,12.6,-81,25,0,1964,11,5,18,2209,TS
30,13,-81.1,25,0,1964,11,6,0,2209,TS
36,13.5,-81.3,30,0,1964,11,6,6,2209,TS
42,13.9,-81.4,35,0,1964,11,6,12,2209,TS
48,14.1,-81.8,35,0,1964,11,6,18,2209,TS
54,14.2,-82.4,35,0,1964,11,7,0,2209,TS
60,14.2,-82.8,35,0,1964,11,7,6,2209,TS
66,14.2,-83.3,35,0,1964,11,7,12,2209,TS
72,14.5,-84,35,997,1964,11,7,18,2209,TS
78,15,-84.7,35,0,1964,11,8,0,2209,TS
84,15.5,-85,30,0,1964,11,8,6,2209,TS
90,16,-85.4,25,0,1964,11,8,12,2209,TS
96,16.4,-85.8,25,0,1964,11,8,18,2209,TS
102,16.8,-86.1,25,0,1964,11,9,0,2209,TS
108,17.3,-86.7,25,0,1964,11,9,6,2209,TS
114,17.8,-87.6,25,0,1964,11,9,12,2209,TS
120,18.2,-88.3,25,0,1964,11,9,18,2209,TS
126,18.5,-88.9,25,0,1964,11,10,0,2209,TS
6,12.5,-91.3,25,0,1965,6,11,6,2210,TS
12,13.6,-91.3,25,0,1965,6,11,12,2210,TS
18,14.6,-91.3,25,0,1965,6,11,18,2210,TS
24,15.7,-91.3,25,0,1965,6,12,0,2210,TS
30,16.8,-91.1,25,0,1965,6,12,6,2210,TS
36,17.9,-91,25,0,1965,6,12,12,2210,TS
42,18.9,-91,25,0,1965,6,12,18,2210,TS
48,19.9,-91,25,0,1965,6,13,0,2210,TS
54,20.9,-91,25,0,1965,6,13,6,2210,TS
60,22,-91,25,0,1965,6,13,12,2210,TS
66,23.1,-91,30,0,1965,6,13,18,2210,TS
72,24.1,-91.1,35,0,1965,6,14,0,2210,TS
78,25.1,-90.9,35,0,1965,6,14,6,2210,TS
84,26.1,-90.5,35,0,1965,6,14,12,2210,TS
90,26.9,-90,40,0,1965,6,14,18,2210,TS
96,27.8,-89.1,45,0,1965,6,15,0,2210,TS
102,29,-87.7,45,0,1965,6,15,6,2210,TS
108,30.4,-86,45,0,1965,6,15,12,2210,TS
114,31.9,-84.2,40,0,1965,6,15,18,2210,TS
120,33.5,-82.1,35,0,1965,6,16,0,2210,TS
126,35,-79.1,30,0,1965,6,16,6,2210,TS
132,36.2,-76.2,25,0,1965,6,16,12,2210,TS
138,37,-74,25,0,1965,6,16,18,2210,TS
144,37.7,-71.7,25,0,1965,6,17,0,2210,TS
150,38.4,-69.4,25,0,1965,6,17,6,2210,TS
156,39,-67,25,0,1965,6,17,12,2210,TS
162,39.5,-64.5,25,0,1965,6,17,18,2210,TS
168,40,-61.8,25,0,1965,6,18,0,2210,TS
174,40.4,-59.1,25,0,1965,6,18,6,2210,TS
6,10,-35,25,0,1966,7,22,12,2219,TS
12,10.8,-36.8,25,0,1966,7,22,18,2219,TS
18,11.7,-38.7,25,0,1966,7,23,0,2219,TS
24,12.5,-40.7,25,0,1966,7,23,6,2219,TS
30,13.4,-42.7,30,0,1966,7,23,12,2219,TS
36,14.2,-44.6,30,0,1966,7,23,18,2219,TS
42,15,-46.5,30,0,1966,7,24,0,2219,TS
48,15.7,-48.6,30,0,1966,7,24,6,2219,TS
54,16.3,-50.6,30,0,1966,7,24,12,2219,TS
60,16.8,-52.2,35,1009,1966,7,24,18,2219,TS
66,17.2,-53.5,40,0,1966,7,25,0,2219,TS
72,17.5,-54.6,45,0,1966,7,25,6,2219,TS
78,17.8,-55.8,45,0,1966,7,25,12,2219,TS
84,18.1,-57,45,1010,1966,7,25,18,2219,TS
90,18.4,-58.2,45,0,1966,7,26,0,2219,TS
96,18.8,-59.3,45,0,1966,7,26,6,2219,TS
102,19.3,-60.3,45,1008,1966,7,26,12,2219,TS
108,19.8,-61.1,45,1008,1966,7,26,18,2219,TS
114,20.2,-61.9,45,0,1966,7,27,0,2219,TS
120,20.8,-62.6,45,0,1966,7,27,6,2219,TS
126,21.4,-63.4,45,1012,1966,7,27,12,2219,TS
132,21.9,-64.2,45,0,1966,7,27,18,2219,TS
138,22.5,-65.1,45,0,1966,7,28,0,2219,TS
144,23.1,-66.2,45,0,1966,7,28,6,2219,TS
150,23.7,-67.3,40,0,1966,7,28,12,2219,TS
156,24.3,-68.4,30,0,1966,7,28,18,2219,TS
6,13.7,-48.4,25,0,1966,9,1,12,2222,TS
12,14.3,-49.6,25,0,1966,9,1,18,2222,TS
18,14.9,-50.8,25,1011,1966,9,2,0,2222,TS
24,15.3,-51.5,30,0,1966,9,2,6,2222,TS
30,15.9,-52.2,30,0,1966,9,2,12,2222,TS
36,16.2,-52.9,30,0,1966,9,2,18,2222,TS
42,16.4,-53.7,30,1010,1966,9,3,0,2222,TS
48,16.7,-54.3,30,0,1966,9,3,6,2222,TS
54,17,-55,30,1013,1966,9,3,12,2222,TS
60,17.4,-55.8,30,0,1966,9,3,18,2222,TS
66,17.8,-56.7,30,0,1966,9,4,0,2222,TS
72,18.4,-57.3,30,0,1966,9,4,6,2222,TS
78,19,-58,30,1009,1966,9,4,12,2222,TS
84,19.8,-59,50,0,1966,9,4,18,2222,TS
90,20.7,-60.1,50,1004,1966,9,5,0,2222,TS
96,21,-60.9,45,0,1966,9,5,6,2222,TS
102,21.3,-61.7,40,0,1966,9,5,12,2222,TS
108,21.8,-62.6,35,1007,1966,9,5,18,2222,TS
114,22.2,-63.7,35,1009,1966,9,6,0,2222,TS
120,23,-65.1,35,1009,1966,9,6,6,2222,TS
126,23.7,-66.7,30,1011,1966,9,6,12,2222,TS
132,24.6,-68.2,30,1011,1966,9,6,18,2222,TS
138,25.6,-69.7,30,0,1966,9,7,0,2222,TS
144,26.1,-70.6,30,0,1966,9,7,6,2222,TS
150,26.7,-71.5,30,1013,1966,9,7,12,2222,TS
156,28,-71.7,25,0,1966,9,7,18,2222,TS
6,21.5,-95.4,30,0,1966,9,20,12,2223,TS
12,21.6,-95.4,30,0,1966,9,20,18,2223,TS
18,21.5,-95.4,45,997,1966,9,21,0,2223,TS
24,21.2,-95.5,45,0,1966,9,21,6,2223,TS
30,20.8,-95.8,45,0,1966,9,21,12,2223,TS
36,20.4,-96.2,35,0,1966,9,21,18,2223,TS
42,20,-96.7,15,1012,1966,9,22,0,2223,TS
6,10.8,-43.2,25,0,1966,9,27,0,2225,TS
12,11,-44.5,25,0,1966,9,27,6,2225,TS
18,11.2,-45.8,25,0,1966,9,27,12,2225,TS
24,11.4,-47.1,25,0,1966,9,27,18,2225,TS
30,11.6,-48.4,30,0,1966,9,28,0,2225,TS
36,11.9,-49.8,30,0,1966,9,28,6,2225,TS
42,12.2,-51.2,40,0,1966,9,28,12,2225,TS
48,12.5,-52.7,40,0,1966,9,28,18,2225,TS
54,12.8,-54.2,40,1013,1966,9,29,0,2225,TS
60,13.1,-56.1,40,0,1966,9,29,6,2225,TS
66,13.4,-58,45,0,1966,9,29,12,2225,TS
72,13.6,-59.7,45,1007,1966,9,29,18,2225,TS
78,13.8,-61.2,30,0,1966,9,30,0,2225,TS
84,13.8,-62.4,30,0,1966,9,30,6,2225,TS
90,13.8,-63.4,30,0,1966,9,30,12,2225,TS
6,28,-63,-99,0,1967,6,10,12,2228,TS
12,28.5,-63,-99,0,1967,6,10,18,2228,TS
18,29.2,-63.2,-99,0,1967,6,11,0,2228,TS
24,29.9,-63.3,-99,0,1967,6,11,6,2228,TS
30,31.1,-63.8,-99,0,1967,6,11,12,2228,TS
36,32.3,-64.5,-99,0,1967,6,11,18,2228,TS
42,33.1,-65.2,-99,0,1967,6,12,0,2228,TS
48,34,-65.9,-99,0,1967,6,12,6,2228,TS
54,34.1,-65.8,-99,0,1967,6,12,12,2228,TS
60,34.2,-65.7,-99,0,1967,6,12,18,2228,TS
66,34.5,-65.3,-99,0,1967,6,13,0,2228,TS
72,34.8,-65,-99,0,1967,6,13,6,2228,TS
78,35.1,-64.8,-99,0,1967,6,13,12,2228,TS
6,27,-76,-99,0,1967,6,14,12,2229,TS
12,27.2,-75.7,-99,0,1967,6,14,18,2229,TS
18,28,-75.2,-99,0,1967,6,15,0,2229,TS
24,28.3,-75,-99,0,1967,6,15,6,2229,TS
30,29,-75,-99,0,1967,6,15,12,2229,TS
36,29.7,-75.2,-99,0,1967,6,15,18,2229,TS
42,30.1,-75.6,-99,0,1967,6,16,0,2229,TS
48,30.5,-75.8,-99,0,1967,6,16,6,2229,TS
54,31.1,-75.9,-99,0,1967,6,16,12,2229,TS
60,31.6,-76.8,-99,0,1967,6,16,18,2229,TS
66,32,-77.1,-99,0,1967,6,17,0,2229,TS
72,32.2,-78,-99,0,1967,6,17,6,2229,TS
78,32.8,-78.5,-99,0,1967,6,17,12,2229,TS
84,33.1,-78.9,-99,0,1967,6,17,18,2229,TS
90,33.5,-78,-99,0,1967,6,18,0,2229,TS
96,34.1,-78,-99,0,1967,6,18,6,2229,TS
6,23,-59,-99,0,1967,6,18,12,2230,TS
12,23.8,-59.9,-99,0,1967,6,18,18,2230,TS
18,25,-60,-99,0,1967,6,19,0,2230,TS
24,26,-60,-99,0,1967,6,19,6,2230,TS
30,27,-60,-99,0,1967,6,19,12,2230,TS
36,28.5,-60.7,-99,0,1967,6,19,18,2230,TS
42,30,-61,-99,0,1967,6,20,0,2230,TS
48,31.5,-61.2,-99,0,1967,6,20,6,2230,TS
54,33,-62.1,-99,0,1967,6,20,12,2230,TS
6,11,-15.1,-99,0,1967,7,5,12,2231,TS
12,11.1,-16.1,-99,0,1967,7,5,18,2231,TS
18,11.2,-17.1,-99,0,1967,7,6,0,2231,TS
24,11.4,-18.1,-99,0,1967,7,6,6,2231,TS
30,11.6,-19.5,-99,0,1967,7,6,12,2231,TS
36,11.8,-20.7,-99,0,1967,7,6,18,2231,TS
42,12,-22,-99,0,1967,7,7,0,2231,TS
48,12,-23.3,-99,0,1967,7,7,6,2231,TS
54,12,-24.5,-99,0,1967,7,7,12,2231,TS
60,12,-25.5,-99,0,1967,7,7,18,2231,TS
66,12,-26.9,-99,0,1967,7,8,0,2231,TS
72,12,-28.1,-99,0,1967,7,8,6,2231,TS
78,12,-29.3,-99,0,1967,7,8,12,2231,TS
84,12,-30.1,-99,0,1967,7,8,18,2231,TS
90,12,-31.2,-99,0,1967,7,9,0,2231,TS
96,12,-32.8,-99,0,1967,7,9,6,2231,TS
102,12,-33.9,-99,0,1967,7,9,12,2231,TS
6,14.9,-17,-99,0,1967,7,21,12,2232,TS
12,14.3,-18.9,-99,0,1967,7,21,18,2232,TS
18,14.1,-20.5,-99,0,1967,7,22,0,2232,TS
24,14,-22.7,-99,0,1967,7,22,6,2232,TS
30,14,-24.5,-99,0,1967,7,22,12,2232,TS
6,19.5,-17.1,-99,0,1967,8,3,12,2233,TS
12,19,-18.2,-99,0,1967,8,3,18,2233,TS
18,18.1,-19.8,-99,0,1967,8,4,0,2233,TS
24,17.5,-21,-99,0,1967,8,4,6,2233,TS
30,16.5,-22.3,-99,0,1967,8,4,12,2233,TS
36,15.1,-23.9,-99,0,1967,8,4,18,2233,TS
42,14,-25,-99,0,1967,8,5,0,2233,TS
48,12.9,-26.6,-99,0,1967,8,5,6,2233,TS
54,12,-27.9,-99,0,1967,8,5,12,2233,TS
60,11.5,-28.9,-99,0,1967,8,5,18,2233,TS
66,11,-30,-99,0,1967,8,6,0,2233,TS
72,11.3,-31.1,-99,0,1967,8,6,6,2233,TS
78,10,-32,-99,0,1967,8,6,12,2233,TS
6,12.9,-13,-99,0,1967,8,10,12,2234,TS
12,13,-14,-99,0,1967,8,10,18,2234,TS
18,13.1,-15.6,-99,0,1967,8,11,0,2234,TS
24,13.1,-17.1,-99,0,1967,8,11,6,2234,TS
30,13,-18.9,-99,0,1967,8,11,12,2234,TS
36,13,-19.9,-99,0,1967,8,11,18,2234,TS
42,13,-20.8,-99,0,1967,8,12,0,2234,TS
48,13,-21.5,-99,0,1967,8,12,6,2234,TS
54,13,-22.4,-99,0,1967,8,12,12,2234,TS
60,13,-23.4,-99,0,1967,8,12,18,2234,TS
66,13.1,-24.8,-99,0,1967,8,13,0,2234,TS
72,13.2,-25.9,-99,0,1967,8,13,6,2234,TS
78,13.4,-26.8,-99,0,1967,8,13,12,2234,TS
84,13.6,-27.8,-99,0,1967,8,13,18,2234,TS
90,13.8,-28.8,-99,0,1967,8,14,0,2234,TS
96,13.8,-30,-99,0,1967,8,14,6,2234,TS
102,13.8,-31,-99,0,1967,8,14,12,2234,TS
108,13.8,-32,-99,0,1967,8,14,18,2234,TS
114,13.9,-33.1,-99,0,1967,8,15,0,2234,TS
120,14,-34,-99,0,1967,8,15,6,2234,TS
126,14,-35,-99,0,1967,8,15,12,2234,TS
132,14,-36,-99,0,1967,8,15,18,2234,TS
138,14,-37,-99,0,1967,8,16,0,2234,TS
144,14,-38,-99,0,1967,8,16,6,2234,TS
150,14,-39,-99,0,1967,8,16,12,2234,TS
6,18,-16.1,-99,0,1967,8,16,12,2235,TS
12,18,-17,-99,0,1967,8,16,18,2235,TS
18,17.9,-17.9,-99,0,1967,8,17,0,2235,TS
24,17.7,-18.8,-99,0,1967,8,17,6,2235,TS
30,17.4,-19.7,-99,0,1967,8,17,12,2235,TS
36,17,-20.8,-99,0,1967,8,17,18,2235,TS
42,17,-22,-99,0,1967,8,18,0,2235,TS
48,17,-23.1,-99,0,1967,8,18,6,2235,TS
54,16.9,-24.1,-99,0,1967,8,18,12,2235,TS
60,16.9,-25.2,-99,0,1967,8,18,18,2235,TS
66,17,-26.7,-99,0,1967,8,19,0,2235,TS
72,17,-27.9,-99,0,1967,8,19,6,2235,TS
78,17,-29.1,-99,0,1967,8,19,12,2235,TS
6,21.1,-17,-99,0,1967,8,20,12,2236,TS
12,20.9,-17.8,-99,0,1967,8,20,18,2236,TS
18,20.1,-18.1,-99,0,1967,8,21,0,2236,TS
24,19.4,-19.2,-99,0,1967,8,21,6,2236,TS
30,18.6,-20,-99,0,1967,8,21,12,2236,TS
36,18,-21,-99,0,1967,8,21,18,2236,TS
42,17,-22.1,-99,0,1967,8,22,0,2236,TS
48,16.1,-23.1,-99,0,1967,8,22,6,2236,TS
54,15.6,-24.1,-99,0,1967,8,22,12,2236,TS
60,15.2,-25.1,-99,0,1967,8,22,18,2236,TS
66,14.9,-26.2,-99,0,1967,8,23,0,2236,TS
72,14.5,-27.5,-99,0,1967,8,23,6,2236,TS
78,13.9,-28.9,-99,0,1967,8,23,12,2236,TS
84,13,-30.3,-99,0,1967,8,23,18,2236,TS
90,12.8,-31.9,-99,0,1967,8,24,0,2236,TS
96,12.2,-33.9,-99,0,1967,8,24,6,2236,TS
102,12,-35,-99,0,1967,8,24,12,2236,TS
6,10.8,-15,-99,0,1967,9,22,12,2242,TS
12,10.9,-16.2,-99,0,1967,9,22,18,2242,TS
18,10.9,-17.5,-99,0,1967,9,23,0,2242,TS
24,11,-18.9,-99,0,1967,9,23,6,2242,TS
30,11,-20.3,-99,0,1967,9,23,12,2242,TS
36,11.1,-20.3,-99,0,1967,9,23,18,2242,TS
42,11.3,-22.9,-99,0,1967,9,24,0,2242,TS
48,11.6,-24,-99,0,1967,9,24,6,2242,TS
54,11.6,-25,-99,0,1967,9,24,12,2242,TS
60,11.7,-26.2,-99,0,1967,9,24,18,2242,TS
66,11.7,-27.5,-99,0,1967,9,25,0,2242,TS
72,11.8,-29,-99,0,1967,9,25,6,2242,TS
78,12,-30,-99,0,1967,9,25,12,2242,TS
84,12.1,-31.6,-99,0,1967,9,25,18,2242,TS
90,12.1,-33,-99,0,1967,9,26,0,2242,TS
96,12,-34.5,-99,0,1967,9,26,6,2242,TS
102,12,-36,-99,0,1967,9,26,12,2242,TS
108,11.9,-36.5,-99,0,1967,9,26,18,2242,TS
114,11.9,-37,-99,0,1967,9,27,0,2242,TS
120,11.9,-37.5,-99,0,1967,9,27,6,2242,TS
126,11.9,-38,-99,0,1967,9,27,12,2242,TS
132,12,-38.7,-99,0,1967,9,27,18,2242,TS
138,12.1,-39.2,-99,0,1967,9,28,0,2242,TS
144,12.5,-39.8,-99,0,1967,9,28,6,2242,TS
150,13,-40,-99,0,1967,9,28,12,2242,TS
156,13.3,-40.2,-99,0,1967,9,28,18,2242,TS
162,13.6,-40.3,-99,0,1967,9,29,0,2242,TS
168,14.1,-40.4,-99,0,1967,9,29,6,2242,TS
174,14.6,-40.6,-99,0,1967,9,29,12,2242,TS
180,15.1,-41,-99,0,1967,9,29,18,2242,TS
186,15.5,-41.3,-99,0,1967,9,30,0,2242,TS
192,15.6,-41.8,-99,0,1967,9,30,6,2242,TS
198,16,-42.1,-99,0,1967,9,30,12,2242,TS
6,15.1,-18.7,-99,0,1967,9,25,12,2243,TS
12,15.2,-19.5,-99,0,1967,9,25,18,2243,TS
18,15.3,-20.2,-99,0,1967,9,26,0,2243,TS
24,15.3,-20.8,-99,0,1967,9,26,6,2243,TS
30,15.4,-21.5,-99,0,1967,9,26,12,2243,TS
36,15.5,-22.5,-99,0,1967,9,26,18,2243,TS
42,15.7,-23.1,-99,0,1967,9,27,0,2243,TS
48,16,-23.9,-99,0,1967,9,27,6,2243,TS
54,16.2,-24.2,-99,0,1967,9,27,12,2243,TS
60,16.9,-25,-99,0,1967,9,27,18,2243,TS
66,17.4,-25.5,-99,0,1967,9,28,0,2243,TS
72,17.9,-26.1,-99,0,1967,9,28,6,2243,TS
78,18.1,-26.4,-99,0,1967,9,28,12,2243,TS
6,13,-17.1,-99,0,1967,10,3,12,2246,TS
12,13,-18.2,-99,0,1967,10,3,18,2246,TS
18,13,-19.6,-99,0,1967,10,4,0,2246,TS
24,13,-20.9,-99,0,1967,10,4,6,2246,TS
30,13,-22,-99,0,1967,10,4,12,2246,TS
36,13,-23.1,-99,0,1967,10,4,18,2246,TS
42,13,-24.5,-99,0,1967,10,5,0,2246,TS
48,13,-25.7,-99,0,1967,10,5,6,2246,TS
54,13,-27,-99,0,1967,10,5,12,2246,TS
6,25,-75.2,-99,0,1967,10,8,12,2248,TS
12,25.6,-74.2,-99,0,1967,10,8,18,2248,TS
18,26.2,-73.5,-99,0,1967,10,9,0,2248,TS
24,27,-72.9,-99,0,1967,10,9,6,2248,TS
30,27.9,-72.5,-99,0,1967,10,9,12,2248,TS
6,21,-71,-99,0,1967,10,12,12,2249,TS
12,21.5,-71.2,-99,0,1967,10,12,18,2249,TS
18,22,-72.1,-99,0,1967,10,13,0,2249,TS
24,22.3,-72.9,-99,0,1967,10,13,6,2249,TS
30,23,-73.8,-99,0,1967,10,13,12,2249,TS
36,23.9,-73.1,-99,0,1967,10,13,18,2249,TS
42,24.9,-72.8,-99,0,1967,10,14,0,2249,TS
48,26,-72.5,-99,0,1967,10,14,6,2249,TS
54,27,-72.5,-99,0,1967,10,14,12,2249,TS
6,15.5,-42.5,-99,0,1967,10,15,12,2250,TS
12,15.2,-43.6,-99,0,1967,10,15,18,2250,TS
18,14.9,-45,-99,0,1967,10,16,0,2250,TS
24,14.7,-46.3,-99,0,1967,10,16,6,2250,TS
30,14.6,-47.5,-99,0,1967,10,16,12,2250,TS
36,14.1,-48.2,-99,0,1967,10,16,18,2250,TS
42,14,-49.5,-99,0,1967,10,17,0,2250,TS
48,14,-50.5,-99,0,1967,10,17,6,2250,TS
54,14.1,-51.4,-99,0,1967,10,17,12,2250,TS
6,20,-96,25,0,1968,6,22,18,2255,TS
12,21.5,-96,30,0,1968,6,23,0,2255,TS
18,23.1,-96,30,0,1968,6,23,6,2255,TS
24,24.8,-96.1,30,0,1968,6,23,12,2255,TS
30,26.4,-96.6,45,1001,1968,6,23,18,2255,TS
36,28.3,-97.2,60,999,1968,6,24,0,2255,TS
42,30.1,-97.8,30,0,1968,6,24,6,2255,TS
48,32.1,-97.8,25,0,1968,6,24,12,2255,TS
54,34.1,-96.9,25,0,1968,6,24,18,2255,TS
60,35.9,-95.5,25,0,1968,6,25,0,2255,TS
66,38.2,-93,25,0,1968,6,25,6,2255,TS
72,40,-90,25,0,1968,6,25,12,2255,TS
78,41,-86.8,25,0,1968,6,25,18,2255,TS
84,41.7,-83.6,25,0,1968,6,26,0,2255,TS
90,42,-80,25,0,1968,6,26,6,2255,TS
6,27.9,-88.8,25,0,1968,7,4,0,2256,TS
12,28.1,-87.9,25,0,1968,7,4,6,2256,TS
18,28.8,-87,25,0,1968,7,4,12,2256,TS
24,29.2,-86,25,0,1968,7,4,18,2256,TS
30,29.5,-85,25,0,1968,7,5,0,2256,TS
6,26,-87.5,25,0,1968,8,26,0,2258,TS
12,26.1,-87,25,0,1968,8,26,6,2258,TS
18,26.6,-86.5,25,0,1968,8,26,12,2258,TS
24,27.1,-85.9,25,0,1968,8,26,18,2258,TS
30,27.4,-85.1,25,0,1968,8,27,0,2258,TS
36,27.8,-84.6,25,0,1968,8,27,6,2258,TS
42,28.1,-84,25,0,1968,8,27,12,2258,TS
48,28.9,-83.5,25,0,1968,8,27,18,2258,TS
54,29.1,-83,25,0,1968,8,28,0,2258,TS
60,28.9,-82.9,25,0,1968,8,28,6,2258,TS
66,28,-82.8,25,0,1968,8,28,12,2258,TS
72,27.5,-82.7,25,0,1968,8,28,18,2258,TS
78,27.1,-82.5,25,0,1968,8,29,0,2258,TS
84,27.2,-82.4,25,0,1968,8,29,6,2258,TS
90,27.5,-82.3,25,0,1968,8,29,12,2258,TS
96,27.8,-82.1,25,0,1968,8,29,18,2258,TS
102,28,-82,25,0,1968,8,30,0,2258,TS
108,28.2,-82,25,0,1968,8,30,6,2258,TS
114,28.3,-82,25,0,1968,8,30,12,2258,TS
120,28.9,-82,25,0,1968,8,30,18,2258,TS
126,29.1,-81.8,25,0,1968,8,31,0,2258,TS
132,29.5,-81.8,25,0,1968,8,31,6,2258,TS
138,30.1,-81.7,25,0,1968,8,31,12,2258,TS
144,30.5,-81.1,25,0,1968,8,31,18,2258,TS
150,31,-81,25,0,1968,9,1,0,2258,TS
6,8.1,-36.5,25,0,1968,9,7,0,2259,TS
12,8.1,-37.9,25,0,1968,9,7,6,2259,TS
18,8.1,-39,25,0,1968,9,7,12,2259,TS
24,8.1,-40.1,30,0,1968,9,7,18,2259,TS
30,8.2,-41.1,30,0,1968,9,8,0,2259,TS
36,8.2,-42.9,30,0,1968,9,8,6,2259,TS
42,8.3,-44,30,0,1968,9,8,12,2259,TS
48,8.5,-45.5,30,0,1968,9,8,18,2259,TS
54,8.8,-46.9,30,0,1968,9,9,0,2259,TS
60,8.9,-48.1,25,0,1968,9,9,6,2259,TS
66,8,-49.1,25,0,1968,9,9,12,2259,TS
72,9,-50.2,25,0,1968,9,9,18,2259,TS
